,PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,sex_female,sex_male,embarked_C,embarked_Q,embarked_S
755,756,2,male,0.67,1,1,250649,14.5,S,0,1,0,0,1
756,757,3,male,28.0,0,0,350042,7.7958,S,0,1,0,0,1
757,758,2,male,18.0,0,0,29108,11.5,S,0,1,0,0,1
758,759,3,male,34.0,0,0,363294,8.05,S,0,1,0,0,1
759,760,1,female,33.0,0,0,110152,86.5,S,1,0,0,0,1
760,761,3,male,28.0,0,0,358585,14.5,S,0,1,0,0,1
761,762,3,male,41.0,0,0,SOTON/O2 3101272,7.125,S,0,1,0,0,1
762,763,3,male,20.0,0,0,2663,7.2292,C,0,1,1,0,0
763,764,1,female,36.0,1,2,113760,120.0,S,1,0,0,0,1
764,765,3,male,16.0,0,0,347074,7.775,S,0,1,0,0,1
765,766,1,female,51.0,1,0,13502,77.9583,S,1,0,0,0,1
766,767,1,male,28.0,0,0,112379,39.6,C,0,1,1,0,0
767,768,3,female,30.5,0,0,364850,7.75,Q,1,0,0,1,0
768,769,3,male,28.0,1,0,371110,24.15,Q,0,1,0,1,0
769,770,3,male,32.0,0,0,8471,8.3625,S,0,1,0,0,1
770,771,3,male,24.0,0,0,345781,9.5,S,0,1,0,0,1
771,772,3,male,48.0,0,0,350047,7.8542,S,0,1,0,0,1
772,773,2,female,57.0,0,0,S.O./P.P. 3,10.5,S,1,0,0,0,1
773,774,3,male,28.0,0,0,2674,7.225,C,0,1,1,0,0
774,775,2,female,54.0,1,3,29105,23.0,S,1,0,0,0,1
775,776,3,male,18.0,0,0,347078,7.75,S,0,1,0,0,1
776,777,3,male,28.0,0,0,383121,7.75,Q,0,1,0,1,0
777,778,3,female,5.0,0,0,364516,12.475,S,1,0,0,0,1
778,779,3,male,28.0,0,0,36865,7.7375,Q,0,1,0,1,0
779,780,1,female,43.0,0,1,24160,211.3375,S,1,0,0,0,1
780,781,3,female,13.0,0,0,2687,7.2292,C,1,0,1,0,0
781,782,1,female,17.0,1,0,17474,57.0,S,1,0,0,0,1
782,783,1,male,29.0,0,0,113501,30.0,S,0,1,0,0,1
783,784,3,male,28.0,1,2,W./C. 6607,23.45,S,0,1,0,0,1
784,785,3,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,S,0,1,0,0,1
785,786,3,male,25.0,0,0,374887,7.25,S,0,1,0,0,1
786,787,3,female,18.0,0,0,3101265,7.4958,S,1,0,0,0,1
787,788,3,male,8.0,4,1,382652,29.125,Q,0,1,0,1,0
788,789,3,male,1.0,1,2,C.A. 2315,20.575,S,0,1,0,0,1
789,790,1,male,46.0,0,0,PC 17593,79.2,C,0,1,1,0,0
790,791,3,male,28.0,0,0,12460,7.75,Q,0,1,0,1,0
791,792,2,male,16.0,0,0,239865,26.0,S,0,1,0,0,1
792,793,3,female,28.0,8,2,CA. 2343,69.55,S,1,0,0,0,1
793,794,1,male,28.0,0,0,PC 17600,30.6958,C,0,1,1,0,0
794,795,3,male,25.0,0,0,349203,7.8958,S,0,1,0,0,1
795,796,2,male,39.0,0,0,28213,13.0,S,0,1,0,0,1
796,797,1,female,49.0,0,0,17465,25.9292,S,1,0,0,0,1
797,798,3,female,31.0,0,0,349244,8.6833,S,1,0,0,0,1
798,799,3,male,30.0,0,0,2685,7.2292,C,0,1,1,0,0
799,800,3,female,30.0,1,1,345773,24.15,S,1,0,0,0,1
800,801,2,male,34.0,0,0,250647,13.0,S,0,1,0,0,1
801,802,2,female,31.0,1,1,C.A. 31921,26.25,S,1,0,0,0,1
802,803,1,male,11.0,1,2,113760,120.0,S,0,1,0,0,1
803,804,3,male,0.42,0,1,2625,8.5167,C,0,1,1,0,0
804,805,3,male,27.0,0,0,347089,6.975,S,0,1,0,0,1
805,806,3,male,31.0,0,0,347063,7.775,S,0,1,0,0,1
806,807,1,male,39.0,0,0,112050,0.0,S,0,1,0,0,1
807,808,3,female,18.0,0,0,347087,7.775,S,1,0,0,0,1
808,809,2,male,39.0,0,0,248723,13.0,S,0,1,0,0,1
809,810,1,female,33.0,1,0,113806,53.1,S,1,0,0,0,1
810,811,3,male,26.0,0,0,3474,7.8875,S,0,1,0,0,1
811,812,3,male,39.0,0,0,A/4 48871,24.15,S,0,1,0,0,1
812,813,2,male,35.0,0,0,28206,10.5,S,0,1,0,0,1
813,814,3,female,6.0,4,2,347082,31.275,S,1,0,0,0,1
814,815,3,male,30.5,0,0,364499,8.05,S,0,1,0,0,1
815,816,1,male,28.0,0,0,112058,0.0,S,0,1,0,0,1
816,817,3,female,23.0,0,0,STON/O2. 3101290,7.925,S,1,0,0,0,1
817,818,2,male,31.0,1,1,S.C./PARIS 2079,37.0042,C,0,1,1,0,0
818,819,3,male,43.0,0,0,C 7075,6.45,S,0,1,0,0,1
819,820,3,male,10.0,3,2,347088,27.9,S,0,1,0,0,1
820,821,1,female,52.0,1,1,12749,93.5,S,1,0,0,0,1
821,822,3,male,27.0,0,0,315098,8.6625,S,0,1,0,0,1
822,823,1,male,38.0,0,0,19972,0.0,S,0,1,0,0,1
823,824,3,female,27.0,0,1,392096,12.475,S,1,0,0,0,1
824,825,3,male,2.0,4,1,3101295,39.6875,S,0,1,0,0,1
825,826,3,male,28.0,0,0,368323,6.95,Q,0,1,0,1,0
826,827,3,male,28.0,0,0,1601,56.4958,S,0,1,0,0,1
827,828,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,C,0,1,1,0,0
828,829,3,male,28.0,0,0,367228,7.75,Q,0,1,0,1,0
829,830,1,female,62.0,0,0,113572,80.0,S,1,0,0,0,1
830,831,3,female,15.0,1,0,2659,14.4542,C,1,0,1,0,0
831,832,2,male,0.83,1,1,29106,18.75,S,0,1,0,0,1
832,833,3,male,28.0,0,0,2671,7.2292,C,0,1,1,0,0
833,834,3,male,23.0,0,0,347468,7.8542,S,0,1,0,0,1
834,835,3,male,18.0,0,0,2223,8.3,S,0,1,0,0,1
835,836,1,female,39.0,1,1,PC 17756,83.1583,C,1,0,1,0,0
836,837,3,male,21.0,0,0,315097,8.6625,S,0,1,0,0,1
837,838,3,male,28.0,0,0,392092,8.05,S,0,1,0,0,1
838,839,3,male,32.0,0,0,1601,56.4958,S,0,1,0,0,1
839,840,1,male,28.0,0,0,11774,29.7,C,0,1,1,0,0
840,841,3,male,20.0,0,0,SOTON/O2 3101287,7.925,S,0,1,0,0,1
841,842,2,male,16.0,0,0,S.O./P.P. 3,10.5,S,0,1,0,0,1
842,843,1,female,30.0,0,0,113798,31.0,C,1,0,1,0,0
843,844,3,male,34.5,0,0,2683,6.4375,C,0,1,1,0,0
844,845,3,male,17.0,0,0,315090,8.6625,S,0,1,0,0,1
845,846,3,male,42.0,0,0,C.A. 5547,7.55,S,0,1,0,0,1
846,847,3,male,28.0,8,2,CA. 2343,69.55,S,0,1,0,0,1
847,848,3,male,35.0,0,0,349213,7.8958,C,0,1,1,0,0
848,849,2,male,28.0,0,1,248727,33.0,S,0,1,0,0,1
849,850,1,female,28.0,1,0,17453,89.1042,C,1,0,1,0,0
850,851,3,male,4.0,4,2,347082,31.275,S,0,1,0,0,1
851,852,3,male,74.0,0,0,347060,7.775,S,0,1,0,0,1
852,853,3,female,9.0,1,1,2678,15.2458,C,1,0,1,0,0
853,854,1,female,16.0,0,1,PC 17592,39.4,S,1,0,0,0,1
854,855,2,female,44.0,1,0,244252,26.0,S,1,0,0,0,1
855,856,3,female,18.0,0,1,392091,9.35,S,1,0,0,0,1
856,857,1,female,45.0,1,1,36928,164.8667,S,1,0,0,0,1
857,858,1,male,51.0,0,0,113055,26.55,S,0,1,0,0,1
858,859,3,female,24.0,0,3,2666,19.2583,C,1,0,1,0,0
859,860,3,male,28.0,0,0,2629,7.2292,C,0,1,1,0,0
860,861,3,male,41.0,2,0,350026,14.1083,S,0,1,0,0,1
861,862,2,male,21.0,1,0,28134,11.5,S,0,1,0,0,1
862,863,1,female,48.0,0,0,17466,25.9292,S,1,0,0,0,1
863,864,3,female,28.0,8,2,CA. 2343,69.55,S,1,0,0,0,1
864,865,2,male,24.0,0,0,233866,13.0,S,0,1,0,0,1
865,866,2,female,42.0,0,0,236852,13.0,S,1,0,0,0,1
866,867,2,female,27.0,1,0,SC/PARIS 2149,13.8583,C,1,0,1,0,0
867,868,1,male,31.0,0,0,PC 17590,50.4958,S,0,1,0,0,1
868,869,3,male,28.0,0,0,345777,9.5,S,0,1,0,0,1
869,870,3,male,4.0,1,1,347742,11.1333,S,0,1,0,0,1
870,871,3,male,26.0,0,0,349248,7.8958,S,0,1,0,0,1
871,872,1,female,47.0,1,1,11751,52.5542,S,1,0,0,0,1
872,873,1,male,33.0,0,0,695,5.0,S,0,1,0,0,1
873,874,3,male,47.0,0,0,345765,9.0,S,0,1,0,0,1
874,875,2,female,28.0,1,0,P/PP 3381,24.0,C,1,0,1,0,0
875,876,3,female,15.0,0,0,2667,7.225,C,1,0,1,0,0
876,877,3,male,20.0,0,0,7534,9.8458,S,0,1,0,0,1
877,878,3,male,19.0,0,0,349212,7.8958,S,0,1,0,0,1
878,879,3,male,28.0,0,0,349217,7.8958,S,0,1,0,0,1
879,880,1,female,56.0,0,1,11767,83.1583,C,1,0,1,0,0
880,881,2,female,25.0,0,1,230433,26.0,S,1,0,0,0,1
881,882,3,male,33.0,0,0,349257,7.8958,S,0,1,0,0,1
882,883,3,female,22.0,0,0,7552,10.5167,S,1,0,0,0,1
883,884,2,male,28.0,0,0,C.A./SOTON 34068,10.5,S,0,1,0,0,1
884,885,3,male,25.0,0,0,SOTON/OQ 392076,7.05,S,0,1,0,0,1
885,886,3,female,39.0,0,5,382652,29.125,Q,1,0,0,1,0
886,887,2,male,27.0,0,0,211536,13.0,S,0,1,0,0,1
887,888,1,female,19.0,0,0,112053,30.0,S,1,0,0,0,1
888,889,3,female,28.0,1,2,W./C. 6607,23.45,S,1,0,0,0,1
889,890,1,male,26.0,0,0,111369,30.0,C,0,1,1,0,0
890,891,3,male,32.0,0,0,370376,7.75,Q,0,1,0,1,0
